	0
0	0.18984979751859649
1	0.07237977486375012
2	0.19352084631796496
3	0.06679920009615645
4	0.17331407051655626
5	0.1863669894944055
6	0.20688072638138938
7	0.16363320317797772
8	0.08238010832809092
9	0.15622982678338707
10	0.18557967904167505
11	0.1215361637012625
12	0.0745832947202546
13	0.23371975589772137
14	0.22855259435284303
15	0.06618303087593193
16	0.1675737876964549
17	0.21072268130713367
18	0.12078598326767694
19	0.1858286998847495
20	0.13412676783194583
21	0.0850587926107539
22	0.15496380261505954
23	0.23325457679676434
24	0.13467158494997225
25	0.1214937529623225
26	0.10452965954544706
27	0.09719631506024129
28	0.16246237368735533
29	0.10011529729984468
30	0.13332757481780882
31	0.02362483828406161
32	0.20002738905837203
33	0.21486208857820488
34	0.06925660677180294
35	0.28825556611804415
36	0.15599566519434344
37	0.16517668329745094
38	0.11710928030378676
39	0.04143516868857138
40	0.1458401359764506
41	0.06015088190408856
42	0.22771638056387983
43	0.10171503437832051
44	0.14821159734359687
45	0.1991330194093719
46	0.21357283308971187
47	0.08438794376263188
48	0.12690742608046868
49	0.03246651278847368
50	0.1878923029555368
51	0.1917386982621453
52	0.1999265620751956
53	0.1603870775553775
54	0.10550021834800107
55	0.15897668296910789
56	0.14353082634026157
57	0.18755025896861505
58	0.15904518730598716
59	0.11258450880989761
60	0.09315725132194273
61	0.18610290443594427
62	0.1106754061498991
63	0.031987726108821196
64	0.15295459611296172
65	0.23476679461982594
66	0.1372757405305521
67	0.16008590987474908
68	0.08735904653564246
69	0.15128560409367287
70	0.12124074460072669
71	0.16708031836090467
72	0.1354651162386639
73	0.11644511643987866
74	0.05201517089447579
75	0.1722787465006337
76	0.22692881800774833
77	0.16828671008310206
78	0.07326476435484228
79	0.00632955078138441
80	0.07255663092505493
81	0.09184527888957919
82	0.18709769018260447
83	0.16100101477369624
84	0.08375192931564629
85	0.059735178973583464
86	0.13677134547583775
87	0.15820824263881003
88	0.038064819110588566
89	0.14815938449479166
90	0.230250467588408
91	0.15594625134555307
92	0.07625914652386566
93	0.17279312021787627
94	0.016616192537141687
95	0.16865813248611122
96	0.08951171128139544
97	0.15154958065094096
98	0.1064833820628024
99	0.10467731537722381
100	0.141607195394566
101	0.14351128494555768
102	0.15985719483666133
103	0.18284701839307949
104	0.07909372840321208
105	0.08022140574188247
106	0.08333353891777896
107	0.0447730920727861
108	0.14669274655481587
109	0.03558637509138055
110	0.20974374663515982
111	0.20564601089097612
112	0.12378786766952364
113	0.03448286386870083
114	0.15253981893007368
115	0.25399485312104625
116	0.08960743577284852
117	0.13260779067973263
118	0.030231529746961968
119	0.1477265554430105
120	0.07135867909933158
121	0.10439564733733886
122	0.18381575760214186
123	0.12928267607007066
124	0.16538985402483816
125	0.12542498088465617
126	0.16623092977130183
127	0.16658769549124772
128	0.18055855175244653
129	0.13089340923444312
130	0.17693536343342314
131	0.24318956662983926
132	0.19996986660895466
133	0.012140587328645204
134	0.14014133765474182
135	0.14353812825114937
136	0.15830221888964144
137	0.17424731385994807
138	0.17089843670634688
139	0.1647103066034758
140	0.1927763506403907
141	0.08694548157502008
142	0.17456245366435355
143	0.20609314311703134
144	0.19492562744779207
145	0.12759250342722303
146	0.07558836774930851
147	0.14738352916973832
148	0.08461496191125108
149	0.1940862731897575
150	0.17214856850188925
151	0.1955323124135063
152	0.12008748413461594
153	0.08575334417322072
154	0.03253966578904486
155	0.20930221182199268
156	0.047250582776335565
157	0.10365303107062351
158	0.12232616137970405
159	0.1577658506280875
160	0.14317993465295564
161	0.17354210100463768
162	-0.012204472406343357
163	0.24139531004619924
164	0.13405294776000093
165	0.1384473738678756
166	0.07765551404168908
167	0.17765860420226207
168	0.23322065201325978
169	0.116746782263721
170	0.07052547995949442
171	0.23650840853428698
172	0.09453688668119287
173	0.1600930586148792
174	0.11303732374514443
175	0.14045142366089325
176	0.1395573162040519
177	0.14877098475772724
178	0.16140861316851893
179	0.1971481634936175
180	0.0341376455298165
181	0.09137651701018239
182	-0.019994237485739835
183	0.1976247025527227
184	0.17841114781000006
185	0.10116099155068685
186	0.12330927189690973
187	0.27326330042512326
188	0.15773844303097767
189	0.1677857557227758
190	0.12506534925116947
191	0.09500035755992113
192	0.047593778643902435
193	0.23182889296424322
194	0.12597948137603449
195	0.10825732998874806
196	0.17735524495686036
197	0.11766040982048581
198	0.15257556188174154
199	0.10407196250083502
200	0.15953415998387033
201	0.26547426900386956
202	0.10397596033587729
203	0.11253000591070329
204	0.04393919760454626
205	0.15773390774475562
206	0.15139010522311167
207	0.15960327600711052
208	0.16317632282015998
209	0.092240180280425
210	0.014014193970491433
211	0.04456789366359691
212	0.11987587569038864
213	0.0473585842752386
214	0.13651221786597675
215	0.26955240231118166
216	0.12470771067353408
217	0.17901868655514558
218	0.2272289197501085
219	0.18425645064181495
220	0.2846500191690052
221	0.13745378143064405
222	0.09817445120128442
223	0.19007412744106397
224	0.08251995398808384
225	0.1610912153489345
226	0.17126350389727607
227	0.08584898807982146
228	-0.010342923971475486
229	0.2254686320077983
230	0.12661916160025125
231	0.1640969816699411
232	0.09430242790843786
233	0.18683023576740862
234	0.15768819760463587
235	0.13412770732563378
236	0.08211953702275712
237	0.12496871674758926
238	0.0938778692881496
239	0.13304844481131434
240	0.10562953962130954
241	0.09141492256342106
242	0.12459676421834921
243	0.2351150849625756
244	0.0682963987125168
245	0.01085804046709142
246	0.10403887271374819
247	0.12952943981433035
248	0.15377347651176995
249	-0.01224282498371862
250	0.10878230766743445
251	-0.030886155291287583
252	0.10961742871345105
253	0.009437241170072469
254	0.0636158673422376
255	0.07156106456085956
256	0.18214612699563762
257	-0.02132484290239413
258	0.1516491963656259
259	0.1438235627976439
260	0.20433584036521477
261	0.0052730540301517675
262	0.0025996547449995567
263	-0.0011732421786955737
264	0.02435939037701667
265	-0.0023437393896682396
266	0.01690382609073037
267	0.01897140601214632
268	0.1735384082550954
269	0.13096020076606896
270	0.09558453144588488
271	0.034564127032806494
272	0.15537613019044708
273	0.09118237066324118
274	-0.03831709090123276
275	0.09440368870802152
276	0.043566406863150386
277	0.08276067043429981
278	0.10729815111653775
279	-0.048007301877953136
280	0.05729849187942097
281	0.15474544134059576
282	-0.0035573431810216345
283	0.104581944758801
284	-0.04027073366898192
285	-0.01647404038219495
286	-0.0020700444833589137
287	0.07511962945545379
288	-0.03954126426292685
289	0.09154465908873452
290	0.036691535740617995
291	-0.013628116642404792
292	0.03721245193197775
293	0.13378560286889685
294	-0.0060299490879095145
295	0.032704110963080124
296	0.10898631650766626
297	0.09260586382010366
298	0.09777166045092604
299	0.08098186624535464
300	0.041598619677323
301	0.17389187188204566
302	0.01997953591484744
303	0.12884032964990547
304	-0.031076537196835303
305	0.04055015006823082
306	0.0148634593904507
307	0.0701526100977572
308	-0.024810869732670066
309	0.003310546795248937
310	0.009165947518103491
311	0.16342505629345802
312	-0.02340412191282533
313	0.0030719039989683967
314	0.21208630366280817
315	0.11261464404746328
316	0.06251128862798018
317	0.00877055180477703
318	0.06331901709969241
319	0.016255158830360467
320	-0.0009455558241290105
321	0.01312124253960234
322	0.00528117941820409
323	0.05640892169961765
324	0.009916417019278905
325	0.16577417846632764
326	0.12873878741329609
327	-0.003914979105125921
328	-0.009402220640973494
329	-0.026512230429268643
330	0.18473719623415394
331	0.21440961750106954
332	-0.0017445039519386942
333	0.04688761384722484
334	0.025424598058829885
335	0.014203989772319396
336	0.055483042374263346
337	0.2820106591163804
338	0.04629997316768183
339	0.055496908471351455
340	-0.04178423371979824
341	-0.012376854101949846
342	0.051275382693824964
343	0.12256518113037847
344	0.07414333161156729
345	0.002740867834572369
346	0.11026453058337761
347	0.07071538034386539
348	-0.008659475424748203
349	0.08560031640730931
350	0.24069775691738626
351	0.04587662129101475
352	-0.02424694223295045
353	0.07521380170741034
354	-0.0018864048791078537
355	0.1537906294115791
356	0.03319818808874313
357	0.03307898569386567
358	-0.00012252071196865513
359	-0.021830954323633685
360	0.1746805359013741
361	-0.022964328147567346
362	0.1419687704712544
363	-0.015749102388781522
364	0.011008228758761389
365	0.14995805491276645
366	-0.016053858969434585
367	0.07864107281006741
368	0.012034666153415833
369	-0.0063041942598194844
370	0.00986103299280183
371	-0.01787079184702642
372	0.019004640562072322
373	-0.03895189015182819
374	0.03731602609433697
375	0.04321492200894788
376	-0.017513672785574946
377	0.0255902967251333
378	0.02122227695309927
379	0.05062886391608333
380	-0.0054431248161530554
381	0.007236661604083443
382	0.11993323599896234
383	-0.0061969467377590015
384	-0.004864496838617477
385	0.006891496789083665
386	0.16490153937685145
387	0.0009744008705625425
388	0.043262474169977264
389	0.11855936779755867
390	-0.010593977268349734
391	-0.027858577411910137
392	0.003943610517387935
393	0.00813530212864228
394	-0.011104478127630544
395	-0.03013521417548299
396	0.13522704772495997
397	0.08980882325966298
398	-0.02060873602303777
399	0.13421440562003722
400	-0.005476231582582661
401	0.016369725252745604
402	-0.009641971221130656
403	0.05248680909539208
404	0.06530776017550707
405	0.18366356693191924
406	0.06707225858856361
407	-0.06276290410841914
408	-0.05372464535041663
409	0.15637929524378796
410	-0.08710679899671109
411	0.11174820078801011
412	0.11605105184685514
413	-0.004536420661620204
414	0.011718600479849501
415	-0.029122873698615704
416	-0.004230392832469941
417	0.019235511487147305
418	-0.015118893727236928
419	0.0054253445361035265
420	0.13162476567649128
421	0.014610603001557837
422	0.10027187011415928
423	0.05912628883786708
424	0.11694182274256028
425	0.005829206526006532
426	0.11845599978029271
427	0.015498333954570929
428	0.020479834924781757
429	0.0907649083027177
430	0.0854454359657902
431	-0.027591605185333212
432	0.07619163149867761
433	0.1022636263978605
